Datum,CDU/CSU,SPD,FDP,Grüne,Linke,AfD,"Freie Wähler",BSW,Sonstige
29.10.2024,"32,0","16,0","4,0","9,0","3,0","17,0",,"7,0","12,0"
05.11.2024,"33,0","16,0","3,0","10,0","3,0","16,0",,"6,0","13,0"
07.11.2024,"32,0","17,0","3,0","11,0","3,0","17,0",,"6,0","11,0"
12.11.2024,"33,0","16,0","4,0","11,0","3,0","17,0",,"5,0","11,0"
19.11.2024,"33,0","15,0","4,0","11,0","4,0","18,0",,"4,0","11,0"
26.11.2024,"32,0","15,0","4,0","12,0","4,0","18,0",,"4,0","11,0"
03.12.2024,"32,0","16,0","3,0","12,0","4,0","18,0",,"4,0","11,0"
10.12.2024,"31,0","17,0","4,0","13,0","3,0","18,0",,"4,0","10,0"
17.12.2024,"30,0","17,0","4,0","13,0","3,0","19,0",,"4,0","10,0"
23.12.2024,"31,0","16,0","3,0","13,0","4,0","19,0",,"4,0","10,0"
07.01.2025,"32,0","17,0","3,0","12,0","3,0","19,0",,"4,0","10,0"
